ID	ID_Species	ID_Organ	ID_Stage	ID_libNumber	sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias	library ID	Species	Tissue	Stage	Sex.x	Used library?	Species (strain)	Organ	Developmental stage	Sex.y	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID	Ordinal_stage	Label_As_in_PreviousAnalysis	Tissue_ForDevelopementalAnalysis
Rabbit_Cerebellum_24_5000	Rabbit	Cerebellum	24	5000	SAMEA4670250	ERR2587559	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587559/ERR2587559.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587559/ERR2587559.fastq.gz	E-MTAB-6782:5000sTS.Rabbit.Cerebellum.24.Female	5000	Rabbit	Cerebellum	24	Female	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e24	Female	OBIWAN 138 lane 6	24 days	29601967	25665985	87%	QIAgen RNeasy DTT	9.7	NA	NA	10	e24	Cerebellum
Rabbit_Kidney_24_3202	Rabbit	Kidney	24	3202	SAMEA4670251	ERR2587560	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587560/ERR2587560.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587560/ERR2587560.fastq.gz	E-MTAB-6782:3202sTS.Rabbit.Kidney.24.Male	3202	Rabbit	Kidney	24	Male	yes	Rabbit (New Zealand)	Kidney	e24	Male	WINDU 28 lane 8	24 days	28719098	24200056	84%	QIAgen RNeasy DTT	9.5	NA	NA	10	e24	Kidney
Rabbit_WholeBrain_24_3504	Rabbit	WholeBrain	24	3504	SAMEA4670263	ERR2587572	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587572/ERR2587572.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587572/ERR2587572.fastq.gz	E-MTAB-6782:3504sTS.Rabbit.WholeBrain.24.Male	3504	Rabbit	WholeBrain	24	Male	no	Rabbit (New Zealand)	Whole Brain	e24	Male	OBIWAN 110 lane 8	24 days	48347017	38735000	80%	QIAgen RNeasy DTT	9.5	NA	NA	10	e24	Brain,Cerebellum
Rabbit_Brain_27_3162	Rabbit	Brain	27	3162	SAMEA4670267	ERR2587576	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587576/ERR2587576.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587576/ERR2587576.fastq.gz	E-MTAB-6782:3162sTS.Rabbit.Brain.27.Female	3162	Rabbit	Brain	27	Female	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e27	Female	WINDU 7 lane 8	27 days	44064252	40621675	92%	QIAgen RNeasy DTT	9.5	NA	NA	11	e27	Brain
Rabbit_Heart_27_3155	Rabbit	Heart	27	3155	SAMEA4670270	ERR2587579	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587579/ERR2587579.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587579/ERR2587579.fastq.gz	E-MTAB-6782:3155sTS.Rabbit.Heart.27.Male	3155	Rabbit	Heart	27	Male	yes	Rabbit (New Zealand)	Heart	e27	Male	WINDU 28 lane 1	27 days	35269207	30914534	88%	QIAgen RNeasy DTT	7.3	NA	NA	11	e27	Heart
Rabbit_Heart_27_3194	Rabbit	Heart	27	3194	SAMEA4670273	ERR2587582	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587582/ERR2587582.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587582/ERR2587582.fastq.gz	E-MTAB-6782:3194sTS.Rabbit.Heart.27.Female	3194	Rabbit	Heart	27	Female	yes	Rabbit (New Zealand)	Heart	e27	Female	WINDU 28 lane 8	27 days	27087209	23174989	86%	QIAgen RNeasy DTT	6.5	NA	NA	11	e27	Heart
Rabbit_Cerebellum_27_3185	Rabbit	Cerebellum	27	3185	SAMEA4670276	ERR2587585	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587585/ERR2587585.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587585/ERR2587585.fastq.gz	E-MTAB-6782:3185sTS.Rabbit.Cerebellum.27.Male	3185	Rabbit	Cerebellum	27	Male	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e27	Male	WINDU 25 lane 8	27 days	25518437	21818838	86%	QIAgen RNeasy DTT	9.3	NA	NA	11	e27	Cerebellum
Rabbit_Kidney_27_3187	Rabbit	Kidney	27	3187	SAMEA4670280	ERR2587589	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587589/ERR2587589.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587589/ERR2587589.fastq.gz	E-MTAB-6782:3187sTS.Rabbit.Kidney.27.Male	3187	Rabbit	Kidney	27	Male	yes	Rabbit (New Zealand)	Kidney	e27	Male	OBIWAN 131 lane 5	27 days	37021679	30690163	83%	QIAgen RNeasy DTT	9.2	NA	NA	11	e27	Kidney
Rabbit_Kidney_27_3195	Rabbit	Kidney	27	3195	SAMEA4670281	ERR2587590	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587590/ERR2587590.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587590/ERR2587590.fastq.gz	E-MTAB-6782:3195sTS.Rabbit.Kidney.27.Female	3195	Rabbit	Kidney	27	Female	yes	Rabbit (New Zealand)	Kidney	e27	Female	OBIWAN 131 lane 5	27 days	28709322	23928244	83%	QIAgen RNeasy DTT	9.3	NA	NA	11	e27	Kidney
Rabbit_Liver_27_3188	Rabbit	Liver	27	3188	SAMEA4670283	ERR2587592	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587592/ERR2587592.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587592/ERR2587592.fastq.gz	E-MTAB-6782:3188sTS.Rabbit.Liver.27.Male	3188	Rabbit	Liver	27	Male	yes	Rabbit (New Zealand)	Liver	e27	Male	WINDU 25 lane 8	27 days	46530314	37933550	82%	QIAgen RNeasy DTT	8.7	NA	NA	11	e27	Liver
Rabbit_Liver_27_3196	Rabbit	Liver	27	3196	SAMEA4670284	ERR2587593	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587593/ERR2587593.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587593/ERR2587593.fastq.gz	E-MTAB-6782:3196sTS.Rabbit.Liver.27.Female	3196	Rabbit	Liver	27	Female	yes	Rabbit (New Zealand)	Liver	e27	Female	WINDU 26 lane 2	27 days	43001247	35703821	83%	QIAgen RNeasy DTT	9.6	NA	NA	11	e27	Liver
Rabbit_Liver_27_3385	Rabbit	Liver	27	3385	SAMEA4670285	ERR2587594	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587594/ERR2587594.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587594/ERR2587594.fastq.gz	E-MTAB-6782:3385sTS.Rabbit.Liver.27.Male	3385	Rabbit	Liver	27	Male	yes	Rabbit (New Zealand)	Liver	e27	Male	WINDU 35 lane 6	27 days	27239178	22014708	81%	QIAgen RNeasy DTT	7.9	NA	NA	11	e27	Liver
Rabbit_Testis_27_3189	Rabbit	Testis	27	3189	SAMEA4670288	ERR2587597	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587597/ERR2587597.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587597/ERR2587597.fastq.gz	E-MTAB-6782:3189sTS.Rabbit.Testis.27.Male	3189	Rabbit	Testis	27	Male	yes	Rabbit (New Zealand)	Testis	e27	Male	WINDU 25 lane 8	27 days	21693183	16850399	78%	QIAgen RNeasy DTT	8.9	NA	NA	11	e27	Testis
Rabbit_Brain_0dpb_3176	Rabbit	Brain	0dpb	3176	SAMEA4670291	ERR2587600	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587600/ERR2587600.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587600/ERR2587600.fastq.gz	E-MTAB-6782:3176sTS.Rabbit.Brain.0dpb.Male	3176	Rabbit	Brain	0dpb	Male	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P0	Male	WINDU 25 lane 8	0 days post birth	25716458	22158504	86%	QIAgen RNeasy DTT	9.6	NA	NA	12	P0	Brain
Rabbit_Brain_0dpb_3386	Rabbit	Brain	0dpb	3386	SAMEA4670292	ERR2587601	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587601/ERR2587601.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587601/ERR2587601.fastq.gz	E-MTAB-6782:3386sTS.Rabbit.Brain.0dpb.Female	3386	Rabbit	Brain	0dpb	Female	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P0	Female	WINDU 26 lane 7	0 days post birth	36502117	30791417	84%	QIAgen RNeasy DTT	8.2	NA	NA	12	P0	Brain
Rabbit_Cerebellum_0dpb_3177	Rabbit	Cerebellum	0dpb	3177	SAMEA4670299	ERR2587608	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587608/ERR2587608.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587608/ERR2587608.fastq.gz	E-MTAB-6782:3177sTS.Rabbit.Cerebellum.0dpb.Male	3177	Rabbit	Cerebellum	0dpb	Male	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P0	Male	WINDU 25 lane 8	0 days post birth	25636405	21770499	85%	QIAgen RNeasy DTT	8.9	NA	NA	12	P0	Cerebellum
Rabbit_Cerebellum_0dpb_3387	Rabbit	Cerebellum	0dpb	3387	SAMEA4670300	ERR2587609	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587609/ERR2587609.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587609/ERR2587609.fastq.gz	E-MTAB-6782:3387sTS.Rabbit.Cerebellum.0dpb.Female	3387	Rabbit	Cerebellum	0dpb	Female	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P0	Female	WINDU 26 lane 8	0 days post birth	29126592	24797047	85%	QIAgen RNeasy DTT	8	NA	NA	12	P0	Cerebellum
Rabbit_Kidney_0dpb_3150	Rabbit	Kidney	0dpb	3150	SAMEA4670302	ERR2587611	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587611/ERR2587611.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587611/ERR2587611.fastq.gz	E-MTAB-6782:3150sTS.Rabbit.Kidney.0dpb.Female	3150	Rabbit	Kidney	0dpb	Female	yes	Rabbit (New Zealand)	Kidney	P0	Female	OBIWAN 131 lane 4	0 days post birth	14220497	11841350	83%	QIAgen RNeasy DTT	8.3	NA	NA	12	P0	Kidney
Rabbit_Kidney_0dpb_3179	Rabbit	Kidney	0dpb	3179	SAMEA4670304	ERR2587613	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587613/ERR2587613.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587613/ERR2587613.fastq.gz	E-MTAB-6782:3179sTS.Rabbit.Kidney.0dpb.Male	3179	Rabbit	Kidney	0dpb	Male	yes	Rabbit (New Zealand)	Kidney	P0	Male	OBIWAN 131 lane 5	0 days post birth	28558930	21929762	77%	QIAgen RNeasy DTT	10	NA	NA	12	P0	Kidney
Rabbit_Liver_0dpb_3151	Rabbit	Liver	0dpb	3151	SAMEA4670306	ERR2587615	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587615/ERR2587615.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587615/ERR2587615.fastq.gz	E-MTAB-6782:3151sTS.Rabbit.Liver.0dpb.Female	3151	Rabbit	Liver	0dpb	Female	yes	Rabbit (New Zealand)	Liver	P0	Female	WINDU 25 lane 7	0 days post birth	26528909	22337117	84%	QIAgen RNeasy DTT	7.9	NA	NA	12	P0	Liver
Rabbit_Heart_2wpb_3106	Rabbit	Heart	2wpb	3106	SAMEA4670317	ERR2587626	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587626/ERR2587626.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587626/ERR2587626.fastq.gz	E-MTAB-6782:3106sTS.Rabbit.Heart.2wpb.Male	3106	Rabbit	Heart	2wpb	Male	yes	Rabbit (New Zealand)	Heart	P14	Male	WINDU 26 lane 1	2 weeks post birth	35093812	31276252	89%	QIAgen RNeasy DTT	8.6	NA	NA	13	P14	Heart
Rabbit_Heart_2wpb_3228	Rabbit	Heart	2wpb	3228	SAMEA4670320	ERR2587629	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587629/ERR2587629.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587629/ERR2587629.fastq.gz	E-MTAB-6782:3228sTS.Rabbit.Heart.2wpb.Female	3228	Rabbit	Heart	2wpb	Female	yes	Rabbit (New Zealand)	Heart	P14	Female	WINDU 28 lane 8	2 weeks post birth	25062978	21533521	86%	QIAgen RNeasy DTT	8	NA	NA	13	P14	Heart
Rabbit_Cerebellum_2wpb_3105	Rabbit	Cerebellum	2wpb	3105	SAMEA4670321	ERR2587630	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587630/ERR2587630.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587630/ERR2587630.fastq.gz	E-MTAB-6782:3105sTS.Rabbit.Cerebellum.2wpb.Male	3105	Rabbit	Cerebellum	2wpb	Male	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P14	Male	WINDU 7 lane 7	2 weeks post birth	42784906	35266411	82%	QIAgen RNeasy DTT	8.6	NA	NA	13	P14	Cerebellum
Rabbit_Kidney_2wpb_3107	Rabbit	Kidney	2wpb	3107	SAMEA4670325	ERR2587634	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587634/ERR2587634.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587634/ERR2587634.fastq.gz	E-MTAB-6782:3107sTS.Rabbit.Kidney.2wpb.Male	3107	Rabbit	Kidney	2wpb	Male	yes	Rabbit (New Zealand)	Kidney	P14	Male	WINDU 28 lane 1	2 weeks post birth	35766721	30755195	86%	QIAgen RNeasy DTT	8	NA	NA	13	P14	Kidney
Rabbit_Liver_2wpb_3118	Rabbit	Liver	2wpb	3118	SAMEA4670330	ERR2587639	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587639/ERR2587639.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587639/ERR2587639.fastq.gz	E-MTAB-6782:3118sTS.Rabbit.Liver.2wpb.Female	3118	Rabbit	Liver	2wpb	Female	yes	Rabbit (New Zealand)	Liver	P14	Female	WINDU 35 lane 4	2 weeks post birth	26208640	22942464	88%	QIAgen RNeasy DTT	8.2	NA	NA	13	P14	Liver
Rabbit_Testis_2wpb_3125	Rabbit	Testis	2wpb	3125	SAMEA4670334	ERR2587643	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587643/ERR2587643.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587643/ERR2587643.fastq.gz	E-MTAB-6782:3125sTS.Rabbit.Testis.2wpb.Male	3125	Rabbit	Testis	2wpb	Male	yes	Rabbit (New Zealand)	Testis	P14	Male	WINDU 23 lane 5	2 weeks post birth	29257826	24519868	84%	QIAgen RNeasy DTT	9.3	NA	NA	13	P14	Testis
Rabbit_Heart_1ypb_3019	Rabbit	Heart	1ypb	3019	SAMEA4670339	ERR2587648	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587648/ERR2587648.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587648/ERR2587648.fastq.gz	E-MTAB-6782:3019sTS.Rabbit.Heart.1ypb.Male	3019	Rabbit	Heart	1ypb	Male	yes	Rabbit (New Zealand)	Heart	P186-P548	Male	WINDU 26 lane 1	1 year post birth	41092592	37268430	91%	QIAgen RNeasy QIAzol	7.1	NA	NA	15	P186	Heart
Rabbit_Heart_6mpb_3027	Rabbit	Heart	6mpb	3027	SAMEA4670340	ERR2587649	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587649/ERR2587649.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587649/ERR2587649.fastq.gz	E-MTAB-6782:3027sTS.Rabbit.Heart.6mpb.Male	3027	Rabbit	Heart	6mpb	Male	yes	Rabbit (New Zealand)	Heart	P186-P548	Male	OBIWAN 131 lane 5	6 months post birth	35150735	31496322	90%	QIAgen RNeasy QIAzol	7.2	NA	NA	15	P186	Heart
Rabbit_Cerebellum_6mpb_3022	Rabbit	Cerebellum	6mpb	3022	SAMEA4670345	ERR2587654	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587654/ERR2587654.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587654/ERR2587654.fastq.gz	E-MTAB-6782:3022sTS.Rabbit.Cerebellum.6mpb.Female	3022	Rabbit	Cerebellum	6mpb	Female	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P186-P548	Female	WINDU 7 lane 6	6 months post birth	39557519	35568226	90%	QIAgen RNeasy QIAzol	7.5	NA	NA	15	P186	Cerebellum
Rabbit_Kidney_6mpb_3028	Rabbit	Kidney	6mpb	3028	SAMEA4670349	ERR2587658	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587658/ERR2587658.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587658/ERR2587658.fastq.gz	E-MTAB-6782:3028sTS.Rabbit.Kidney.6mpb.Male	3028	Rabbit	Kidney	6mpb	Male	yes	Rabbit (New Zealand)	Kidney	P186-P548	Male	OBIWAN 131 lane 4	6 months post birth	22647780	19354866	85%	QIAgen RNeasy QIAzol	7.6	NA	NA	15	P186	Kidney
Rabbit_Liver_1ypb_3079	Rabbit	Liver	1ypb	3079	SAMEA4670353	ERR2587662	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587662/ERR2587662.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587662/ERR2587662.fastq.gz	E-MTAB-6782:3079sTS.Rabbit.Liver.1ypb.Male	3079	Rabbit	Liver	1ypb	Male	yes	Rabbit (New Zealand)	Liver	P186-P548	Male	OBIWAN 88 lane 6	1 year post birth	31357550	29226326	93%	QIAgen RNeasy DTT	8.1	NA	NA	15	P186	Liver
Rabbit_Liver_6mpb_3081	Rabbit	Liver	6mpb	3081	SAMEA4670354	ERR2587663	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587663/ERR2587663.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587663/ERR2587663.fastq.gz	E-MTAB-6782:3081sTS.Rabbit.Liver.6mpb.Female	3081	Rabbit	Liver	6mpb	Female	yes	Rabbit (New Zealand)	Liver	P186-P548	Female	OBIWAN 88 lane 6	6 months post birth	22898659	21279850	93%	QIAgen RNeasy DTT	8	NA	NA	15	P186	Liver
Rabbit_Brain_12wpb_4917	Rabbit	Brain	12wpb	4917	SAMEA4670360	ERR2587669	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587669/ERR2587669.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587669/ERR2587669.fastq.gz	E-MTAB-6782:4917sTS.Rabbit.Brain.12wpb.Male	4917	Rabbit	Brain	12wpb	Male	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P84	Male	WINDU 34 lane 8	12 weeks post birth	23398690	20595094	88%	QIAgen RNeasy DTT	8.7	NA	NA	14	P84	Brain
Rabbit_Brain_12wpb_4928	Rabbit	Brain	12wpb	4928	SAMEA4670361	ERR2587670	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587670/ERR2587670.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587670/ERR2587670.fastq.gz	E-MTAB-6782:4928sTS.Rabbit.Brain.12wpb.Female	4928	Rabbit	Brain	12wpb	Female	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P84	Female	OBIWAN 138 lane 5	12 weeks post birth	53326817	46136538	87%	QIAgen RNeasy DTT	9	NA	NA	14	P84	Brain
Rabbit_Cerebellum_12wpb_4918	Rabbit	Cerebellum	12wpb	4918	SAMEA4670366	ERR2587675	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587675/ERR2587675.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587675/ERR2587675.fastq.gz	E-MTAB-6782:4918sTS.Rabbit.Cerebellum.12wpb.Male	4918	Rabbit	Cerebellum	12wpb	Male	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P84	Male	WINDU 34 lane 8	12 weeks post birth	26851097	23182790	86%	QIAgen RNeasy DTT	7.2	NA	NA	14	P84	Cerebellum
Rabbit_Cerebellum_12wpb_4929	Rabbit	Cerebellum	12wpb	4929	SAMEA4670367	ERR2587676	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587676/ERR2587676.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587676/ERR2587676.fastq.gz	E-MTAB-6782:4929sTS.Rabbit.Cerebellum.12wpb.Female	4929	Rabbit	Cerebellum	12wpb	Female	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P84	Female	OBIWAN 138 lane 5	12 weeks post birth	24827844	21200242	85%	QIAgen RNeasy DTT	8.7	NA	NA	14	P84	Cerebellum
Rabbit_Kidney_12wpb_4834	Rabbit	Kidney	12wpb	4834	SAMEA4670368	ERR2587677	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587677/ERR2587677.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587677/ERR2587677.fastq.gz	E-MTAB-6782:4834sTS.Rabbit.Kidney.12wpb.Male	4834	Rabbit	Kidney	12wpb	Male	yes	Rabbit (New Zealand)	Kidney	P84	Male	WINDU 32 lane 4	12 weeks post birth	41001997	35008737	85%	QIAgen RNeasy QIAzol	7.8	NA	NA	14	P84	Kidney
Rabbit_Kidney_12wpb_4931	Rabbit	Kidney	12wpb	4931	SAMEA4670371	ERR2587680	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587680/ERR2587680.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587680/ERR2587680.fastq.gz	E-MTAB-6782:4931sTS.Rabbit.Kidney.12wpb.Female	4931	Rabbit	Kidney	12wpb	Female	yes	Rabbit (New Zealand)	Kidney	P84	Female	OBIWAN 138 lane 5	12 weeks post birth	32557711	29319191	90%	QIAgen RNeasy DTT	8.2	NA	NA	14	P84	Kidney
Rabbit_Liver_12wpb_4833	Rabbit	Liver	12wpb	4833	SAMEA4670372	ERR2587681	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587681/ERR2587681.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587681/ERR2587681.fastq.gz	E-MTAB-6782:4833sTS.Rabbit.Liver.12wpb.Male	4833	Rabbit	Liver	12wpb	Male	yes	Rabbit (New Zealand)	Liver	P84	Male	WINDU 32 lane 4	12 weeks post birth	41836127	36524630	87%	QIAgen RNeasy QIAzol	7.2	NA	NA	14	P84	Liver
Rabbit_Heart_12_4746	Rabbit	Heart	12	4746	SAMEA4670040	ERR2587349	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587349/ERR2587349.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587349/ERR2587349.fastq.gz	E-MTAB-6782:4746sTS.Rabbit.Heart.12.Male	4746	Rabbit	Heart	12	Male	yes	Rabbit (New Zealand)	Heart	e12	Male	OBIWAN 131 lane 8	12 days	33650941	28705365	85%	QIAgen RNeasy DTT	9.3	NA	NA	1	e12	Heart
Rabbit_Testis_12_4750	Rabbit	Testis	12	4750	SAMEA4670047	ERR2587356	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587356/ERR2587356.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587356/ERR2587356.fastq.gz	E-MTAB-6782:4750sTS.Rabbit.Testis.12.Male	4750	Rabbit	Testis	12	Male	yes	Rabbit (New Zealand)	Testis	e12	Male	OBIWAN 132 lane 8	12 days	12023750	10190044	85%	QIAgen RNeasy DTT	9.9	NA	NA	1	e12	Testis
Rabbit_WholeBrain_12_4751	Rabbit	WholeBrain	12	4751	SAMEA4670050	ERR2587359	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587359/ERR2587359.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587359/ERR2587359.fastq.gz	E-MTAB-6782:4751sTS.Rabbit.WholeBrain.12.Female	4751	Rabbit	WholeBrain	12	Female	yes	Rabbit (New Zealand)	Whole Brain	e12	Female	OBIWAN 132 lane 8	12 days	29067783	24543305	84%	QIAgen RNeasy DTT	10	NA	NA	1	e12	Brain,Cerebellum
